month,region,product,sales_rep,quantity,unit_price,revenue,target,returns,discount_pct
2024-06,South,Trial Pack,REP007,95,797.27,75740.19,20800,3195.14,13.3
2023-05,East,Standard Pack,REP013,65,2600.7,169045.5,189000,12089.76,14.62
2023-09,South,Trial Pack,REP017,91,708.77,64498.35,46400,1649.04,8.88
2024-12,South,Trial Pack,REP011,81,874.86,70863.51,59200,4270.59,10.74
2024-01,Central,Premium Pack,REP007,91,5182.2,471579.89,390000,11280.67,4.75
2023-06,North,Economy Pack,REP016,89,1586.76,141221.69,37500,4690.41,11.47
2024-01,East,Standard Pack,REP004,30,3390.84,101725.28,114000,2372.95,4.0
2023-08,East,Economy Pack,REP007,39,1524.99,59474.46,114000,445.62,11.52
2023-11,East,Premium Pack,REP006,44,5506.76,242297.53,140000,17105.63,8.74
2023-01,North,Economy Pack,REP019,94,1678.9,157816.88,63000,1262.35,0.5
2024-11,West,Bulk Pack,REP019,51,6815.66,347598.71,144000,929.52,5.5
2024-02,South,Trial Pack,REP006,94,714.11,67126.7,56000,5292.4,8.31
2024-07,North,Trial Pack,REP002,44,693.15,30498.55,51200,1035.91,14.01
2023-11,West,Bulk Pack,REP011,76,7724.39,587053.66,88000,4112.88,9.51
2024-09,South,Economy Pack,REP019,32,1535.93,49149.61,49500,2373.95,2.46
2024-12,East,Standard Pack,REP009,70,2704.15,189290.22,210000,4582.95,9.94
2023-12,North,Bulk Pack,REP009,96,8046.55,772469.23,408000,46247.75,3.93
2024-06,South,Bulk Pack,REP016,19,6994.28,132891.31,176000,4162.55,10.7
2023-07,North,Standard Pack,REP019,61,3133.23,191126.94,213000,7186.04,12.87
2024-04,Central,Standard Pack,REP003,78,2856.94,222841.56,165000,15996.43,7.77
2023-02,West,Premium Pack,REP012,64,4680.22,299534.31,80000,11722.96,5.13
2024-10,Central,Trial Pack,REP001,23,743.27,17095.1,33600,586.55,9.78
2024-08,North,Economy Pack,REP006,74,1349.04,99828.69,37500,6394.34,6.81
2023-10,Central,Bulk Pack,REP005,35,8526.7,298434.64,312000,12091.53,12.67
2023-07,North,Economy Pack,REP018,93,1378.46,128197.08,102000,2599.77,14.11
2023-11,East,Standard Pack,REP017,43,3193.74,137330.84,189000,4961.92,12.85
2023-03,East,Trial Pack,REP012,72,702.81,50602.58,32800,508.15,12.2
2024-10,Central,Premium Pack,REP003,90,5287.8,475901.63,130000,17935.16,6.17
2023-03,South,Trial Pack,REP003,47,791.53,37201.7,48000,2578.61,0.5
2024-01,West,Premium Pack,REP010,11,5435.39,59789.29,245000,2450.41,2.03
2023-10,Central,Premium Pack,REP011,99,4547.2,450172.42,325000,22589.95,4.75
2023-12,South,Standard Pack,REP018,72,2872.06,206788.11,48000,9920.94,11.65
2023-07,North,Economy Pack,REP017,70,1667.07,116694.84,91500,2093.72,5.83
2023-06,South,Economy Pack,REP017,92,1674.52,154055.65,60000,6090.22,10.98
2024-03,East,Standard Pack,REP015,66,2685.45,177239.43,108000,11366.61,6.62
2024-10,East,Bulk Pack,REP007,13,7757.86,100852.21,240000,7139.75,8.66
2024-07,East,Trial Pack,REP012,69,918.1,63349.05,27200,4110.53,1.31
2024-04,East,Economy Pack,REP003,19,1297.18,24646.51,15000,1200.84,11.53
2024-11,Central,Economy Pack,REP020,75,1595.43,119657.43,61500,359.47,4.74
2024-05,West,Economy Pack,REP001,31,1557.84,48293.19,73500,652.28,12.33
2023-05,Central,Bulk Pack,REP015,10,7868.26,78682.56,224000,3208.72,8.78
2023-06,South,Premium Pack,REP009,53,4467.66,236785.89,325000,2668.46,9.37
2024-02,South,Economy Pack,REP002,40,1352.13,54085.17,52500,2609.13,0.86
2023-03,South,Bulk Pack,REP007,98,7385.75,723803.86,568000,50891.0,4.72
2024-08,West,Trial Pack,REP012,9,686.28,6176.5,31200,298.51,14.04
2023-05,East,Economy Pack,REP003,47,1686.69,79274.24,87000,5845.53,11.36
2023-10,Central,Trial Pack,REP003,95,787.33,74796.47,32800,2624.89,11.73
2023-03,Central,Trial Pack,REP009,34,734.82,24983.95,16000,629.28,1.75
2023-02,East,Economy Pack,REP004,91,1683.8,153225.52,51000,8829.07,10.31
2024-05,South,Premium Pack,REP020,52,5481.62,285044.11,55000,15814.47,0.6
2024-02,West,Premium Pack,REP013,39,5033.19,196294.4,375000,12614.09,4.08
2023-12,Central,Standard Pack,REP010,27,3307.63,89305.95,87000,4209.21,6.82
2024-07,South,Trial Pack,REP020,65,866.37,56314.3,63200,267.97,9.16
2024-07,South,Premium Pack,REP014,7,4657.07,32599.5,95000,1391.29,0.79
2023-01,South,Standard Pack,REP015,37,2640.68,97705.07,168000,2121.28,7.07
2023-12,East,Premium Pack,REP019,29,5308.82,153955.89,360000,8537.4,12.02
2023-01,East,Bulk Pack,REP005,93,7586.65,705558.53,384000,35660.33,3.86
2024-03,East,Trial Pack,REP005,60,683.57,41013.93,54400,781.18,12.3
2024-08,South,Standard Pack,REP011,38,3193.89,121367.92,225000,6659.47,12.5
2024-10,South,Standard Pack,REP015,14,2882.76,40358.7,198000,1013.11,2.13
2023-09,South,Bulk Pack,REP009,84,7875.06,661505.44,480000,50306.5,10.95
2023-10,West,Trial Pack,REP016,97,914.26,88683.1,9600,589.13,2.87
2023-01,West,Economy Pack,REP012,18,1448.77,26077.86,115500,1899.81,14.43
2023-04,South,Standard Pack,REP018,18,2662.9,47932.16,189000,3733.89,9.95
2024-10,West,Economy Pack,REP002,43,1415.74,60876.92,42000,836.25,7.95
2024-06,Central,Trial Pack,REP011,43,837.19,35998.99,27200,973.82,1.62
2023-04,East,Standard Pack,REP009,80,3097.71,247817.15,42000,9422.94,11.86
2024-10,Central,Economy Pack,REP004,13,1585.93,20617.07,54000,474.82,1.8
2023-10,Central,Economy Pack,REP010,10,1523.01,15230.14,21000,27.05,4.56
2024-12,East,Premium Pack,REP019,54,5485.7,296227.94,285000,2502.5,10.6
2023-03,South,Standard Pack,REP004,74,2912.07,215492.83,75000,9861.89,7.2
2024-05,North,Premium Pack,REP015,98,4794.78,469888.8,320000,30287.33,1.62
2023-01,West,Bulk Pack,REP018,30,7967.34,239020.2,512000,12607.84,13.65
2023-01,North,Economy Pack,REP011,89,1300.38,115733.87,84000,62.85,2.29
2024-07,Central,Trial Pack,REP010,60,917.84,55070.2,20800,4124.21,7.8
2023-10,West,Premium Pack,REP018,41,4430.38,181645.44,190000,10012.3,8.51
2023-06,East,Economy Pack,REP001,22,1324.91,29148.11,109500,2207.89,7.01
2023-07,South,Bulk Pack,REP007,60,9023.71,541422.88,304000,24160.89,5.69
2024-08,South,Economy Pack,REP015,16,1601.97,25631.55,105000,1786.57,2.89
2023-07,Central,Economy Pack,REP015,69,1350.72,93199.49,51000,2680.74,1.89
2024-10,East,Bulk Pack,REP015,92,7884.49,725372.69,328000,14696.21,13.64
2023-04,South,Economy Pack,REP017,60,1285.99,77159.53,33000,2797.88,10.26
2023-03,Central,Trial Pack,REP005,7,899.17,6294.19,48800,398.22,12.05
2024-06,South,Bulk Pack,REP004,37,9190.61,340052.68,456000,6850.42,14.72
2023-08,Central,Economy Pack,REP012,52,1290.63,67112.91,108000,3203.48,9.07
2023-05,North,Bulk Pack,REP014,79,6967.15,550404.86,456000,7201.31,0.5
2024-05,North,Trial Pack,REP001,38,760.53,28900.28,14400,58.12,10.84
2023-06,South,Economy Pack,REP011,80,1681.49,134518.84,76500,801.84,7.66
2023-10,West,Standard Pack,REP004,96,2633.97,252860.93,138000,15603.0,12.62
2023-03,Central,Standard Pack,REP018,45,2568.25,115571.35,54000,4749.56,3.6
2023-05,West,Premium Pack,REP012,26,4517.94,117466.53,140000,7126.01,11.9
2024-11,South,Economy Pack,REP018,30,1288.13,38643.8,40500,2923.9,13.95
2023-03,North,Economy Pack,REP012,67,1497.74,100348.73,49500,1654.34,6.62
2024-09,East,Trial Pack,REP016,28,896.74,25108.82,39200,933.21,11.17
2023-06,Central,Trial Pack,REP013,46,868.59,39955.33,10400,3007.73,7.3
2024-06,Central,Premium Pack,REP011,52,5081.73,264250.15,210000,15918.14,12.17
2023-12,South,Bulk Pack,REP014,20,6918.26,138365.14,168000,9224.83,5.22
2023-09,Central,Trial Pack,REP006,63,718.05,45237.07,58400,3051.88,5.43
2024-04,Central,Trial Pack,REP004,96,787.36,75586.54,18400,2714.05,0.94
2024-08,North,Standard Pack,REP003,34,2814.39,95689.11,60000,1736.47,8.63
2023-08,East,Standard Pack,REP013,49,3078.42,150842.56,63000,10011.95,8.44
2024-10,West,Bulk Pack,REP013,29,7928.89,229937.86,128000,14103.57,14.54
2024-07,West,Economy Pack,REP009,40,1540.38,61615.12,49500,3978.91,5.5
2024-10,South,Trial Pack,REP014,33,730.23,24097.56,12800,817.26,1.0
2023-12,East,Premium Pack,REP004,48,4775.41,229219.61,345000,17516.83,13.32
2023-08,East,Premium Pack,REP003,73,4959.76,362062.41,175000,333.85,1.96
2023-04,East,Economy Pack,REP005,81,1413.88,114524.66,15000,278.34,10.69
2024-09,North,Bulk Pack,REP014,7,7601.16,53208.09,568000,3181.06,0.8
2023-10,Central,Bulk Pack,REP014,50,9163.9,458194.96,456000,4306.15,11.78
2023-07,North,Economy Pack,REP013,77,1685.34,129771.38,36000,6673.71,5.73
2023-01,Central,Trial Pack,REP008,58,872.85,50625.3,54400,3860.97,1.52
2024-03,East,Premium Pack,REP012,22,4333.62,95339.74,145000,1305.03,13.1
2024-10,North,Standard Pack,REP007,51,2902.75,148040.1,162000,2936.32,13.92
2024-03,West,Trial Pack,REP012,75,863.37,64752.66,36000,4197.54,2.03
2023-08,Central,Trial Pack,REP001,38,918.63,34907.91,24000,389.0,0.33
2023-03,West,Economy Pack,REP015,99,1401.29,138727.32,102000,8733.92,1.75
2024-10,Central,Premium Pack,REP019,54,4928.13,266119.17,255000,1030.33,2.23
2024-09,South,Economy Pack,REP020,19,1655.79,31459.96,90000,1231.05,11.91
2023-05,South,Standard Pack,REP016,12,2949.7,35396.42,39000,1109.11,9.33
2023-07,Central,Economy Pack,REP017,47,1629.31,76577.43,99000,932.25,2.65
2024-02,West,Trial Pack,REP020,38,890.75,33848.41,26400,2212.22,1.91
2024-12,East,Bulk Pack,REP006,84,8727.31,733093.98,440000,49598.71,1.73
2024-04,Central,Trial Pack,REP011,53,779.17,41295.83,18400,3279.98,8.45
2023-10,West,Economy Pack,REP009,57,1463.72,83432.3,93000,4564.37,11.88
2023-11,Central,Standard Pack,REP004,73,2833.12,206818.01,150000,6415.73,4.3
2023-02,East,Standard Pack,REP006,47,2845.92,133758.32,234000,3145.58,3.24
2024-06,East,Economy Pack,REP009,99,1483.6,146876.06,108000,1620.28,11.64
2023-09,Central,Economy Pack,REP019,32,1279.29,40937.36,19500,1969.54,9.83
2024-01,East,Economy Pack,REP005,69,1431.5,98773.26,111000,5178.75,6.28
2024-11,South,Bulk Pack,REP015,60,8336.6,500196.13,232000,14791.52,4.94
2024-09,North,Standard Pack,REP019,66,2905.04,191732.39,63000,11642.42,7.67
2024-02,Central,Trial Pack,REP001,64,723.2,46284.79,52800,3651.19,9.55
2023-02,Central,Premium Pack,REP007,76,5280.13,401290.15,155000,28719.47,8.14
2024-01,East,Economy Pack,REP003,87,1480.66,128817.49,36000,9141.99,5.37
2024-12,Central,Trial Pack,REP004,17,812.84,13818.24,36800,1024.99,8.83
2023-12,Central,Economy Pack,REP012,62,1377.5,85405.02,64500,3011.49,7.18
2024-08,South,Standard Pack,REP013,70,2940.35,205824.59,45000,134.99,13.48
2024-07,South,Economy Pack,REP006,33,1354.87,44710.61,48000,91.11,0.95
2023-10,West,Standard Pack,REP003,11,2703.33,29736.64,120000,341.82,10.65
2024-07,Central,Bulk Pack,REP013,81,9169.31,742714.49,456000,36019.67,5.05
2024-07,West,Trial Pack,REP007,38,805.7,30616.68,40800,1612.36,3.96
2023-10,North,Standard Pack,REP003,75,3080.52,231039.28,57000,11598.29,11.77
2023-01,West,Trial Pack,REP013,95,887.25,84288.86,39200,4300.1,7.59
2023-02,South,Trial Pack,REP003,23,882.85,20305.65,33600,51.37,3.88
2024-04,North,Bulk Pack,REP017,92,8608.8,792009.48,320000,46042.39,14.14
2023-12,West,Economy Pack,REP017,28,1435.19,40185.2,103500,1365.26,2.29
2023-10,West,Premium Pack,REP007,82,4836.64,396604.35,260000,2850.02,8.86
2023-03,South,Trial Pack,REP019,80,801.14,64091.0,48800,3900.12,7.21
2024-03,East,Standard Pack,REP012,68,2776.29,188787.53,111000,14466.19,12.82
2023-04,North,Trial Pack,REP020,30,821.69,24650.74,24000,1561.79,1.91
2024-02,North,Premium Pack,REP015,89,5519.65,491249.1,340000,21860.05,6.17
2024-11,Central,Standard Pack,REP005,77,2800.71,215654.76,69000,5848.04,2.15
2024-08,West,Standard Pack,REP013,33,3059.8,100973.38,51000,130.12,1.76
2024-09,East,Standard Pack,REP005,20,2602.01,52040.19,183000,1346.75,0.35
2024-08,South,Premium Pack,REP019,48,4637.4,222595.03,295000,9832.66,11.29
2024-08,Central,Premium Pack,REP008,38,4434.37,168505.94,270000,8160.32,1.31
2024-02,West,Premium Pack,REP001,48,4379.67,210224.09,225000,5281.57,6.89
2023-07,Central,Standard Pack,REP016,79,2896.88,228853.44,210000,7166.85,3.93
2024-07,West,Economy Pack,REP006,66,1625.98,107314.83,109500,4318.94,8.76
2024-09,North,Premium Pack,REP020,17,5530.44,94017.56,170000,621.77,1.89
2023-05,East,Standard Pack,REP018,36,2590.39,93254.14,138000,3921.0,7.45
2024-05,North,Bulk Pack,REP014,50,9186.94,459347.1,368000,2369.89,8.61
2023-09,East,Standard Pack,REP008,50,3104.06,155203.1,165000,8984.51,12.49
2023-08,East,Bulk Pack,REP018,39,8519.25,332250.78,448000,2616.4,13.75
2023-11,East,Standard Pack,REP015,99,2702.61,267558.11,126000,19567.2,8.2
2023-12,South,Bulk Pack,REP015,8,7039.19,56313.55,616000,1781.67,2.62
2024-12,West,Bulk Pack,REP009,67,7572.99,507390.56,336000,3048.14,14.15
2023-02,Central,Economy Pack,REP004,88,1438.6,126596.9,85500,6347.91,9.57
2023-08,West,Premium Pack,REP006,30,4892.19,146765.55,320000,9122.32,13.09
2023-10,North,Premium Pack,REP012,17,5106.28,86806.75,340000,4272.38,12.42
2023-06,East,Premium Pack,REP014,10,5521.11,55211.09,345000,478.3,6.31
2023-07,South,Standard Pack,REP020,44,2606.6,114690.55,51000,3571.61,4.7
2024-03,West,Bulk Pack,REP003,50,9030.23,451511.32,392000,9613.88,3.23
2023-05,Central,Bulk Pack,REP020,84,7756.56,651550.9,264000,39712.67,11.6
2023-04,South,Standard Pack,REP005,68,3098.28,210682.76,72000,8756.01,6.76
2024-09,North,Premium Pack,REP017,89,5047.4,449218.7,235000,15293.68,8.24
2023-04,Central,Premium Pack,REP020,37,5081.48,188014.9,80000,5603.26,3.94
2023-09,North,Standard Pack,REP011,35,2560.25,89608.77,180000,6757.29,12.27
2024-05,East,Premium Pack,REP019,68,4760.58,323719.25,185000,7667.37,7.72
2024-09,Central,Premium Pack,REP008,17,5094.22,86601.72,230000,285.63,3.76
2024-05,North,Standard Pack,REP006,21,3028.92,63607.31,87000,822.3,1.78
2023-01,North,Premium Pack,REP019,5,4630.19,23150.93,180000,1426.99,9.25
2024-02,East,Standard Pack,REP019,23,3334.39,76691.0,231000,1874.8,7.76
2023-02,West,Trial Pack,REP007,54,747.56,40368.36,28000,1175.2,12.5
2024-08,South,Trial Pack,REP018,84,818.51,68754.78,24800,4046.73,3.18
2023-08,Central,Standard Pack,REP002,52,2960.51,153946.75,228000,6032.6,7.76
2023-04,South,Standard Pack,REP008,14,2826.95,39577.32,189000,997.37,8.63
2024-05,Central,Standard Pack,REP006,27,2748.1,74198.67,144000,5604.85,12.18
2024-04,South,Trial Pack,REP012,51,767.51,39143.19,57600,2776.32,11.28
2023-05,East,Economy Pack,REP007,38,1627.88,61859.6,48000,223.27,14.0
2024-01,Central,Standard Pack,REP003,69,2947.0,203343.31,42000,10167.6,12.81
2024-07,Central,Bulk Pack,REP018,25,7970.9,199272.6,264000,13930.3,1.8
2024-08,West,Premium Pack,REP004,38,5114.61,194355.12,185000,2458.08,1.87
2024-11,South,Premium Pack,REP013,69,4899.2,338044.96,345000,25510.18,7.92
2023-07,East,Premium Pack,REP016,92,5154.21,474187.44,140000,24426.11,8.26
2024-03,South,Trial Pack,REP017,43,894.82,38477.09,59200,2748.81,10.79
2024-04,East,Standard Pack,REP020,85,2770.15,235463.14,42000,12990.18,10.19
2023-10,West,Premium Pack,REP011,30,4962.62,148878.55,285000,5732.11,9.26
2023-10,South,Standard Pack,REP005,78,3010.32,234805.02,99000,11889.28,6.3
2023-09,Central,Trial Pack,REP002,70,868.28,60779.69,40800,2417.35,2.02
2023-01,West,Trial Pack,REP012,79,837.47,66159.87,44800,3201.87,9.89
2023-05,South,Premium Pack,REP006,22,5649.97,124299.24,245000,2177.43,7.45
2023-10,North,Economy Pack,REP011,76,1396.93,106166.94,93000,2258.34,6.58
2024-12,West,Economy Pack,REP017,24,1364.94,32758.63,36000,2091.16,8.45
2024-04,East,Premium Pack,REP009,35,4500.95,157533.32,175000,8521.19,10.53
2024-12,East,Trial Pack,REP005,45,908.94,40902.34,44800,1537.27,8.32
2023-10,West,Premium Pack,REP006,31,5492.67,170272.67,355000,13075.81,10.18
2023-01,South,Bulk Pack,REP014,82,9038.83,741184.14,608000,40732.66,11.88
2023-12,Central,Standard Pack,REP009,37,2607.89,96491.83,180000,181.09,4.94
2024-12,East,Economy Pack,REP006,44,1630.45,71739.74,79500,533.92,8.84
2023-01,Central,Bulk Pack,REP011,23,8003.47,184079.9,160000,13110.94,5.76
2023-09,North,Standard Pack,REP003,7,3231.72,22622.01,96000,821.81,11.02
2023-11,West,Economy Pack,REP012,17,1653.47,28108.99,84000,1582.95,7.39
2024-06,West,Trial Pack,REP014,41,727.85,29841.91,55200,1512.47,3.73
2024-03,East,Standard Pack,REP020,42,2702.15,113490.38,72000,3946.35,4.96
2024-12,North,Economy Pack,REP011,52,1401.06,72855.14,109500,1854.39,3.29
2023-08,Central,Trial Pack,REP009,8,749.67,5997.34,20800,11.38,1.2
2023-04,Central,Premium Pack,REP016,14,5511.39,77159.4,190000,3771.22,12.3
2023-10,West,Standard Pack,REP013,17,3043.96,51747.28,126000,2339.28,14.23
2023-05,Central,Economy Pack,REP016,80,1319.32,105545.81,67500,6680.6,3.88
2023-08,Central,Standard Pack,REP002,16,3342.6,53481.63,48000,1503.29,3.97
2023-06,East,Premium Pack,REP010,56,5153.25,288582.18,325000,18140.34,14.21
2024-01,East,Bulk Pack,REP018,95,8923.22,847705.9,600000,67083.08,6.94
2024-10,North,Economy Pack,REP007,54,1426.97,77056.37,84000,4720.68,6.62
2023-05,Central,Trial Pack,REP006,6,846.87,5081.19,41600,273.98,8.12
2023-09,East,Standard Pack,REP016,47,3093.78,145407.89,30000,3776.66,5.94
2024-07,East,Standard Pack,REP008,59,2731.49,161157.89,111000,9093.98,7.7
2023-12,South,Premium Pack,REP010,31,4420.21,137026.52,170000,4595.86,2.91
2024-07,South,Standard Pack,REP014,57,3262.22,185946.39,171000,9411.8,12.94
2023-08,Central,Bulk Pack,REP008,83,7392.05,613540.34,416000,32097.06,13.84
2024-01,West,Premium Pack,REP019,31,5729.67,177619.82,240000,5341.93,8.02
2024-08,East,Trial Pack,REP010,75,696.92,52269.09,52800,3039.89,5.67
2024-10,North,Bulk Pack,REP016,87,8448.63,735030.44,96000,32923.08,4.51
2023-10,North,Premium Pack,REP004,57,5144.95,293261.91,315000,15741.71,11.31
2023-10,Central,Trial Pack,REP013,7,864.83,6053.82,12000,250.61,13.87
2023-07,South,Premium Pack,REP013,34,4295.51,146047.3,345000,3334.61,12.66
2024-08,South,Trial Pack,REP018,64,725.33,46421.05,52800,2457.17,14.99
2024-04,Central,Trial Pack,REP020,52,719.51,37414.55,50400,2140.82,2.57
2023-02,West,Trial Pack,REP015,48,912.94,43821.0,28000,472.27,2.26
2023-04,East,Bulk Pack,REP010,29,8780.46,254633.43,336000,6960.9,10.26
2024-09,West,Premium Pack,REP004,72,4936.47,355425.73,90000,20346.36,10.82
2023-05,Central,Trial Pack,REP016,26,854.02,22204.58,45600,1570.3,3.1
2023-06,East,Trial Pack,REP016,11,891.26,9803.86,14400,293.05,10.33
2023-03,West,Standard Pack,REP009,81,3227.68,261442.36,189000,13046.04,0.08
2023-07,West,Trial Pack,REP008,24,690.42,16569.97,62400,224.47,12.48
2023-05,North,Standard Pack,REP011,43,2968.25,127634.85,147000,5275.55,11.04
2024-04,West,Premium Pack,REP005,42,4519.17,189805.05,295000,598.41,8.81
2023-12,East,Trial Pack,REP016,86,847.57,72891.17,56000,1102.22,7.04
2024-04,South,Premium Pack,REP020,17,5165.59,87815.04,365000,4719.14,1.12
2024-01,West,Bulk Pack,REP002,61,9077.77,553743.76,536000,41349.74,5.45
2023-03,East,Premium Pack,REP019,79,5201.36,410907.81,90000,1110.74,8.9
2024-07,West,Bulk Pack,REP012,86,6905.82,593900.63,112000,6919.12,0.5
2023-10,West,Economy Pack,REP015,69,1700.82,117356.51,40500,2910.26,13.99
2023-05,Central,Premium Pack,REP010,88,5007.13,440627.57,70000,27716.99,13.23
2024-08,North,Bulk Pack,REP012,94,8290.0,779259.84,392000,30521.28,4.67
2023-01,East,Standard Pack,REP001,99,3168.64,313694.88,93000,17893.58,2.37
2023-10,East,Standard Pack,REP016,10,2853.5,28534.98,156000,305.76,14.16
2024-10,West,Economy Pack,REP004,26,1620.23,42125.87,112500,430.86,11.08
2024-05,Central,Standard Pack,REP010,17,3368.51,57264.75,231000,3538.95,2.56
2023-02,Central,Premium Pack,REP005,83,5470.74,454071.73,300000,8857.77,2.29
2023-08,North,Trial Pack,REP011,31,915.85,28391.2,56800,659.76,2.48
2024-12,West,Trial Pack,REP015,52,900.28,46814.74,9600,2107.19,12.04
2024-04,North,Economy Pack,REP004,49,1705.46,83567.39,109500,4648.72,1.59
2023-11,Central,Standard Pack,REP003,73,3392.72,247668.36,153000,8673.89,0.32
2024-12,North,Standard Pack,REP002,48,3007.07,144339.13,225000,7762.71,11.74
2024-05,Central,Trial Pack,REP005,27,802.71,21673.21,45600,389.92,7.79
2024-03,South,Trial Pack,REP007,71,876.14,62206.1,24000,1992.36,13.06
2023-03,North,Premium Pack,REP014,46,4321.28,198778.73,210000,11230.72,11.74
2024-07,Central,Economy Pack,REP013,30,1465.91,43977.32,16500,3335.43,1.03
2023-07,West,Standard Pack,REP013,85,2617.2,222461.62,69000,14591.14,8.31
2024-06,East,Premium Pack,REP017,39,4907.98,191411.34,110000,4885.97,11.51
2023-03,East,Bulk Pack,REP004,55,8076.77,444222.46,336000,7096.38,7.6
2024-12,East,Economy Pack,REP014,90,1709.63,153866.47,28500,6154.38,2.11
2024-10,North,Premium Pack,REP006,62,4971.07,308206.41,75000,5303.25,4.08
2023-04,North,Economy Pack,REP012,18,1334.69,24024.42,88500,1497.33,3.91
2023-05,South,Bulk Pack,REP008,61,8180.67,499020.93,200000,5016.6,2.08
2023-03,West,Trial Pack,REP006,23,825.11,18977.46,41600,27.87,4.68
2023-08,West,Bulk Pack,REP012,99,8441.66,835724.31,576000,45995.78,11.89
2024-01,North,Bulk Pack,REP005,8,7619.62,60956.94,424000,2805.03,14.78
2024-07,South,Premium Pack,REP017,20,5210.05,104200.91,310000,7713.07,2.2
2023-12,North,Standard Pack,REP011,15,3288.45,49326.7,45000,2981.03,4.01
2023-08,South,Premium Pack,REP011,38,4513.44,171510.71,140000,7318.63,7.72
2024-02,West,Trial Pack,REP004,85,897.44,76282.18,14400,4245.2,14.07
2024-06,West,Premium Pack,REP004,31,4299.58,133286.93,50000,213.38,3.79
2024-01,South,Trial Pack,REP009,34,850.89,28930.16,55200,2142.57,9.68
2023-03,West,Premium Pack,REP014,77,4550.01,350351.03,65000,13072.12,4.58
2023-10,East,Standard Pack,REP013,72,2564.16,184619.69,198000,1670.52,12.42
2023-08,East,Standard Pack,REP005,91,3238.4,294694.18,102000,10853.85,5.47
2023-04,Central,Standard Pack,REP016,23,3431.99,78935.71,180000,3004.0,8.05
2024-04,North,Standard Pack,REP015,32,2696.31,86281.93,93000,820.39,0.22
2023-01,North,Economy Pack,REP015,62,1458.93,90453.87,108000,835.07,6.1
2024-05,North,Economy Pack,REP018,96,1565.68,150305.11,52500,670.19,8.61
2024-03,Central,Standard Pack,REP008,74,2910.29,215361.41,126000,9640.87,9.98
2023-07,North,Trial Pack,REP014,41,727.4,29823.27,17600,416.53,4.29
2024-06,North,Economy Pack,REP006,36,1352.34,48684.08,51000,1629.46,11.68
2024-12,South,Premium Pack,REP008,38,5094.0,193572.16,390000,3363.88,10.71
2024-01,South,Bulk Pack,REP007,67,8126.01,544442.56,456000,31231.31,1.26
2024-06,East,Bulk Pack,REP018,84,8705.75,731282.62,536000,33538.18,3.3
2023-09,Central,Trial Pack,REP004,13,769.52,10003.78,48000,329.13,13.95
2023-06,East,Standard Pack,REP020,20,3071.84,61436.79,195000,90.13,1.91
2023-08,East,Premium Pack,REP002,82,4433.78,363569.85,130000,10678.27,13.62
2024-04,Central,Trial Pack,REP017,44,805.25,35431.0,52800,1507.69,1.38
2023-02,North,Premium Pack,REP016,35,4717.01,165095.31,210000,1360.94,3.41
2024-11,West,Standard Pack,REP013,84,3337.05,280312.6,162000,15184.0,2.98
2024-12,West,Trial Pack,REP020,83,782.58,64953.97,61600,1401.95,7.67
2023-02,North,Standard Pack,REP019,51,2868.23,146279.83,210000,9380.7,11.88
2024-07,Central,Standard Pack,REP017,31,2985.84,92561.03,225000,1.37,5.44
2024-09,Central,Standard Pack,REP007,70,3224.66,225726.42,234000,6081.84,8.52
2023-02,North,Trial Pack,REP007,24,792.82,19027.75,34400,1263.71,14.26
2024-11,East,Bulk Pack,REP020,43,7548.8,324598.53,384000,24751.73,9.12
2023-03,North,Economy Pack,REP017,46,1493.28,68690.99,118500,684.79,12.86
2024-12,North,Standard Pack,REP005,65,2745.43,178452.71,192000,10602.39,2.7
2024-04,East,Economy Pack,REP019,35,1417.68,49618.9,79500,214.23,11.44
2024-10,West,Premium Pack,REP008,50,4748.98,237449.24,100000,11864.81,6.25
2024-12,Central,Trial Pack,REP014,98,824.99,80848.64,13600,6056.19,8.87
2024-11,South,Economy Pack,REP016,17,1676.76,28504.89,46500,616.27,7.57
2023-02,Central,Premium Pack,REP019,73,4687.28,342171.1,195000,23726.53,7.79
2024-05,West,Premium Pack,REP003,50,5087.2,254360.06,260000,12603.06,3.48
2023-03,West,Economy Pack,REP004,84,1673.19,140548.24,90000,10161.83,6.15
2024-12,West,Standard Pack,REP013,58,3024.09,175397.34,78000,7533.99,10.92
2024-11,Central,Standard Pack,REP008,95,2683.32,254915.45,66000,4961.13,13.16
2024-08,South,Economy Pack,REP015,23,1720.67,39575.38,94500,274.65,5.06
2024-07,West,Standard Pack,REP007,7,2783.32,19483.21,33000,917.17,8.35
2024-03,North,Standard Pack,REP020,66,2754.3,181783.88,147000,4544.43,5.22
2023-12,North,Economy Pack,REP014,56,1447.27,81047.17,108000,4673.61,3.62
2024-05,South,Bulk Pack,REP002,76,9155.4,695810.23,528000,11761.14,7.24
2024-03,West,Premium Pack,REP003,71,5199.97,369197.75,275000,7764.4,0.54
2024-11,East,Premium Pack,REP014,70,4507.54,315527.87,135000,18856.16,13.74
2024-09,West,Economy Pack,REP002,84,1675.8,140767.2,97500,171.32,12.92
2024-12,South,Premium Pack,REP007,86,4598.5,395471.29,250000,13924.63,1.85
2023-12,West,Premium Pack,REP020,50,5100.74,255037.23,80000,649.97,7.04
2024-11,Central,Bulk Pack,REP013,97,6970.77,676164.94,328000,42405.02,7.79
